case:concept:name,concept:name,time:timestamp,label_0,label_1,label_2,label_3,label_4,resource,cost
Case_13,Start,2025-07-08 13:23:47.423189,1,0,1,1,1,Resource_4,12.422813314616615
Case_13,Register,2025-07-08 16:10:27.447176,0,0,0,0,1,Resource_2,12.325934700973194
Case_13,Analyze,2025-07-08 18:06:14.313245,0,0,1,0,1,Resource_4,31.48299264424414
Case_13,Review,2025-07-08 19:45:27.781974,0,0,1,1,0,Resource_2,31.160701206578445
Case_13,Approve,2025-07-08 20:41:30.879776,0,0,0,0,0,Resource_3,96.1697303098311
Case_13,Complete,2025-07-09 00:11:11.025225,1,0,0,0,0,Resource_2,74.73460073691172
Case_13,End,2025-07-09 01:10:42.219382,0,0,1,1,1,Resource_3,52.8967608145349
Case_130,Start,2025-07-04 12:02:56.554045,0,1,0,0,0,Resource_4,11.450350693635889
Case_130,Register,2025-07-04 13:50:56.738242,1,0,0,0,0,Resource_1,97.23219822604074
Case_130,Analyze,2025-07-04 16:12:22.136296,0,1,0,0,1,Resource_2,25.377184839924524
Case_130,Review,2025-07-04 18:19:19.204596,0,0,0,0,0,Resource_3,97.81024379408665
Case_130,Approve,2025-07-04 18:23:46.846158,1,0,0,0,0,Resource_2,31.392151439052085
Case_130,Complete,2025-07-04 19:11:32.734240,0,0,0,0,1,Resource_3,61.35719568574302
Case_130,End,2025-07-04 23:18:28.929389,0,1,0,1,0,Resource_2,29.49372591434429
Case_131,Start,2025-05-23 14:11:25.509155,1,0,1,0,1,Resource_3,58.42764613872347
Case_131,Register,2025-05-23 16:20:25.089765,0,1,1,0,0,Resource_1,87.44008614109445
Case_131,Analyze,2025-05-23 17:21:05.647269,0,0,0,0,0,Resource_4,59.150481507378736
Case_131,Review,2025-05-23 18:59:58.161366,0,0,0,0,0,Resource_3,16.482858234738725
Case_131,Approve,2025-05-23 20:51:27.193132,0,0,1,0,1,Resource_4,20.085782056123755
Case_131,Complete,2025-05-24 00:26:19.008630,0,0,0,1,0,Resource_5,19.407387727597385
Case_131,End,2025-05-24 04:00:11.445626,0,0,1,1,0,Resource_3,58.25954518259161
Case_132,Start,2024-08-10 13:10:48.404971,0,0,0,1,0,Resource_5,12.436229766542084
Case_132,Register,2024-08-10 15:47:02.123842,1,0,0,0,0,Resource_1,63.99092255057961
Case_132,Analyze,2024-08-10 18:23:50.794381,0,1,0,0,0,Resource_5,75.25440116795352
Case_132,Review,2024-08-10 21:00:27.758655,1,0,1,1,0,Resource_2,67.70561056512179
Case_132,Reject,2024-08-11 02:24:50.364795,0,1,1,1,1,Resource_1,13.385203924177507
Case_132,Rework,2024-08-11 03:16:01.769158,1,0,0,1,1,Resource_1,23.580991942220187
Case_132,Analyze,2024-08-11 03:56:04.219239,1,0,0,0,0,Resource_3,41.81404233728234
Case_132,Review,2024-08-11 06:06:01.265086,1,0,1,0,1,Resource_3,49.951286057702305
Case_132,Approve,2024-08-11 06:40:33.093656,0,1,0,0,0,Resource_1,61.402491363314994
Case_132,Complete,2024-08-11 07:14:25.759408,1,0,0,0,0,Resource_1,15.895429573433145
Case_132,End,2024-08-11 07:43:39.566621,0,0,0,0,0,Resource_3,19.746214627557848
Case_133,Start,2025-01-17 15:08:28.817906,0,0,0,0,0,Resource_5,21.73477498424656
Case_133,Register,2025-01-17 16:49:32.942696,0,1,0,1,0,Resource_5,10.119077735555873
Case_133,Analyze,2025-01-17 17:40:48.619229,0,1,0,0,0,Resource_1,14.927041124606994
Case_133,Review,2025-01-17 18:40:56.066509,0,1,0,0,0,Resource_4,25.76520030943883
Case_133,Reject,2025-01-17 20:41:11.838245,0,0,0,0,0,Resource_1,24.09435285079363
Case_133,End,2025-01-18 01:37:00.315160,0,1,0,0,0,Resource_3,66.39452732689941
Case_134,Start,2025-06-13 15:04:20.287113,1,0,0,0,0,Resource_5,35.74311671450404
Case_134,Register,2025-06-13 15:49:22.027246,1,0,1,0,0,Resource_5,56.128732172659774
Case_134,Analyze,2025-06-13 16:56:37.267769,0,0,0,1,0,Resource_1,53.25859200388091
Case_134,Review,2025-06-13 17:18:27.530399,0,0,1,0,0,Resource_4,20.689818910291997
Case_134,Approve,2025-06-13 22:45:51.390520,0,1,1,0,0,Resource_1,17.427674444912334
Case_134,Complete,2025-06-14 05:06:00.828960,0,0,0,1,1,Resource_4,83.62434832402111
Case_134,End,2025-06-14 06:15:31.052085,0,0,0,0,1,Resource_2,27.337295027828787
Case_135,Start,2024-12-22 13:57:11.111573,0,1,0,0,1,Resource_4,89.7816445384892
Case_135,Register,2024-12-22 16:46:52.806103,0,0,1,0,0,Resource_1,56.55887759019502
Case_135,Analyze,2024-12-22 17:36:19.849446,0,0,1,1,0,Resource_2,96.79680218068637
Case_135,Review,2024-12-22 20:10:46.859394,0,0,0,0,1,Resource_3,25.16870186063084
Case_135,Approve,2024-12-22 22:03:41.655499,0,0,0,1,0,Resource_3,33.049014588765885
Case_135,Complete,2024-12-23 02:23:38.584831,1,1,1,0,1,Resource_2,43.86922392833318
Case_135,End,2024-12-23 02:45:09.149657,0,1,0,0,0,Resource_4,74.14994463198762
Case_136,Start,2024-09-07 14:46:40.814469,1,1,0,0,0,Resource_5,36.859319226377
Case_136,Register,2024-09-07 16:40:02.552295,0,0,1,0,0,Resource_1,90.68135107003575
Case_136,Analyze,2024-09-07 17:31:47.603352,0,0,0,0,0,Resource_5,13.159771262849347
Case_136,Review,2024-09-07 18:56:03.031909,0,0,0,0,1,Resource_4,74.66590656439044
Case_136,Reject,2024-09-07 23:41:19.683509,1,0,0,1,0,Resource_4,29.625845794324636
Case_136,Rework,2024-09-08 01:58:48.551059,1,1,0,1,0,Resource_2,85.01462977923227
Case_136,Analyze,2024-09-08 03:22:04.908471,0,0,0,1,0,Resource_4,10.839172783709971
Case_136,Review,2024-09-08 06:27:09.836996,0,0,1,1,0,Resource_1,64.1097117909556
Case_136,Approve,2024-09-08 10:18:04.999295,0,1,0,1,0,Resource_4,89.59341033922273
Case_136,Complete,2024-09-08 19:41:01.582581,1,1,0,0,0,Resource_2,36.01673449986902
Case_136,End,2024-09-08 20:16:54.870666,0,1,0,0,1,Resource_4,62.84595873587054
Case_137,Start,2025-01-17 22:09:36.420425,1,0,0,0,0,Resource_1,87.01407128628821
Case_137,Register,2025-01-17 22:48:05.304362,0,0,0,0,1,Resource_1,18.16878944892705
Case_137,Analyze,2025-01-18 00:01:09.234370,0,1,1,0,1,Resource_1,58.87142801807803
Case_137,Review,2025-01-18 08:47:27.613785,0,0,1,1,1,Resource_5,10.218428277521935
Case_137,Approve,2025-01-18 10:54:40.972648,0,0,0,1,0,Resource_5,80.59345864501259
Case_137,Complete,2025-01-18 11:39:04.857219,0,0,0,0,0,Resource_2,89.568645207071
Case_137,End,2025-01-18 13:45:49.371844,1,0,0,0,0,Resource_5,96.4563606158508
Case_138,Start,2024-12-16 13:46:41.815076,1,1,0,0,0,Resource_1,89.56192202961199
Case_138,Register,2024-12-16 15:01:48.942042,1,0,0,0,1,Resource_1,12.507599567230212
Case_138,Analyze,2024-12-16 17:12:06.875552,0,0,1,0,0,Resource_3,17.568420794760513
Case_138,Review,2024-12-16 18:09:59.101837,0,0,0,1,1,Resource_2,45.41386510451669
Case_138,Approve,2024-12-16 19:23:21.743057,0,0,0,0,0,Resource_1,16.769486653257044
Case_138,Complete,2024-12-16 22:06:18.961877,1,0,0,0,0,Resource_1,59.564850419582825
Case_138,End,2024-12-16 22:27:57.464082,0,0,1,0,0,Resource_5,85.6431205805287
Case_139,Start,2024-08-13 13:06:26.177755,0,0,0,0,1,Resource_4,33.72468905572047
Case_139,Register,2024-08-13 15:25:58.854764,1,0,0,0,0,Resource_5,73.00857233424958
Case_139,Analyze,2024-08-13 16:05:38.364717,0,1,0,0,0,Resource_3,17.61783560900619
Case_139,Review,2024-08-13 16:18:51.934809,1,0,1,1,1,Resource_2,22.694961241446485
Case_139,Reject,2024-08-13 18:00:03.211508,1,0,0,0,0,Resource_4,61.245395256687544
Case_139,Rework,2024-08-13 18:52:04.191664,0,0,1,1,0,Resource_2,89.75200206642226
Case_139,Analyze,2024-08-13 22:13:27.413813,0,0,1,1,1,Resource_5,69.17602011578138
Case_139,Review,2024-08-13 22:50:35.095763,0,0,0,0,1,Resource_4,50.26372343355953
Case_139,Approve,2024-08-13 23:31:32.038403,0,0,1,0,0,Resource_3,10.932500618196299
Case_139,Complete,2024-08-14 01:03:43.998658,0,0,0,1,0,Resource_3,70.78559558742324
Case_139,End,2024-08-14 01:53:04.058648,0,0,1,1,0,Resource_1,89.45810081210321
Case_14,Start,2024-09-13 15:01:11.017860,0,0,0,1,1,Resource_3,59.21886089831735
Case_14,Register,2024-09-13 15:35:59.225145,0,1,1,0,0,Resource_3,59.56814984623211
Case_14,Analyze,2024-09-13 16:54:11.807231,1,0,1,1,1,Resource_3,39.06118868959454
Case_14,Review,2024-09-13 18:47:46.054962,0,1,1,0,1,Resource_4,64.77173185854437
Case_14,Approve,2024-09-13 21:58:38.738432,0,0,1,0,0,Resource_1,22.218650238232414
Case_14,Complete,2024-09-13 22:19:02.307117,0,0,0,0,0,Resource_2,94.12802561542718
Case_14,End,2024-09-14 11:50:34.881420,0,0,0,0,1,Resource_3,45.65232486246409
Case_140,Start,2025-07-05 15:08:20.100238,0,0,1,1,0,Resource_5,47.92781924565747
Case_140,Register,2025-07-05 15:59:09.337034,0,0,0,1,0,Resource_5,90.2566417395739
Case_140,Analyze,2025-07-05 18:06:46.745005,0,0,0,0,1,Resource_2,23.218113982423255
Case_140,Review,2025-07-05 19:00:43.509137,0,1,0,0,0,Resource_5,83.64243327038767
Case_140,Reject,2025-07-05 20:42:45.006774,0,0,1,0,1,Resource_3,73.75991223639804
Case_140,Rework,2025-07-06 01:29:59.893430,1,0,1,0,1,Resource_3,77.78957627501399
Case_140,Analyze,2025-07-06 02:01:32.003329,0,0,0,0,0,Resource_5,16.186063865764865
Case_140,Review,2025-07-06 02:35:10.380841,0,0,0,0,1,Resource_2,91.70801943540063
Case_140,Approve,2025-07-06 08:04:37.542318,0,0,0,0,0,Resource_4,95.97200357984107
Case_140,Complete,2025-07-06 10:23:42.368689,0,1,0,0,0,Resource_3,78.0518089876842
Case_140,End,2025-07-06 12:33:35.450972,0,0,1,0,0,Resource_1,92.85599066583696
Case_141,Start,2025-04-01 15:09:08.477473,0,0,0,1,1,Resource_3,72.30612110684775
Case_141,Register,2025-04-01 17:39:10.028533,1,1,1,1,0,Resource_3,41.34204191045872
Case_141,Analyze,2025-04-01 18:40:53.278373,1,0,1,0,1,Resource_3,53.574204623571816
Case_141,Review,2025-04-01 21:33:46.039489,0,0,0,1,1,Resource_4,37.78064861343101
Case_141,Reject,2025-04-01 23:21:51.288444,0,1,0,1,0,Resource_1,70.25490171638826
Case_141,Rework,2025-04-02 02:11:50.772305,0,0,0,1,0,Resource_3,23.786299644838287
Case_141,Analyze,2025-04-02 02:44:21.360335,0,0,0,0,0,Resource_2,45.315526571109636
Case_141,Review,2025-04-02 03:13:34.278631,0,1,0,1,1,Resource_1,90.27781665355167
Case_141,Approve,2025-04-02 11:04:35.692598,0,0,0,0,1,Resource_5,85.00633735955088
Case_141,Complete,2025-04-02 12:05:01.468115,0,1,0,0,0,Resource_4,88.30337437449685
Case_141,End,2025-04-02 12:47:09.310835,0,0,0,0,0,Resource_5,94.33747537914813
Case_142,Start,2024-10-15 12:53:59.497388,0,0,1,1,0,Resource_1,66.83791794413389
Case_142,Register,2024-10-15 13:39:23.083432,0,0,0,1,0,Resource_4,54.15599760890461
Case_142,Analyze,2024-10-15 14:12:04.994400,0,0,0,0,0,Resource_2,12.208893754041792
Case_142,Review,2024-10-15 15:11:19.509779,1,0,0,0,1,Resource_3,46.039101088553615
Case_142,Approve,2024-10-15 17:42:24.200155,1,1,0,0,0,Resource_2,10.974903033512513
Case_142,Complete,2024-10-15 18:54:35.726560,1,0,1,1,0,Resource_4,47.70363649085981
Case_142,End,2024-10-15 23:02:28.683206,0,0,0,0,1,Resource_3,96.24187551798646
Case_143,Start,2024-09-29 13:47:32.057479,0,0,0,0,1,Resource_5,24.73000818040692
Case_143,Register,2024-09-29 15:14:08.961810,0,0,1,0,1,Resource_3,43.01299979040903
Case_143,Analyze,2024-09-29 17:06:39.292902,0,0,1,0,0,Resource_2,61.87301201315908
Case_143,Review,2024-09-29 18:52:59.037319,1,0,0,0,1,Resource_2,48.946276298754405
Case_143,Approve,2024-09-30 00:28:31.973289,0,0,0,0,0,Resource_3,84.46178399581397
Case_143,Complete,2024-09-30 00:48:49.886185,0,1,1,0,0,Resource_3,60.01038531050603
Case_143,End,2024-09-30 05:29:33.057588,1,0,0,0,0,Resource_4,60.303079599997794
Case_144,Start,2024-12-22 14:35:31.568004,0,0,1,0,1,Resource_4,56.94770287867407
Case_144,Register,2024-12-22 18:16:56.833883,0,0,0,1,0,Resource_4,69.79081118722371
Case_144,Analyze,2024-12-23 03:16:19.159195,1,1,0,0,0,Resource_1,38.468943794083266
Case_144,Review,2024-12-23 04:12:26.844350,0,0,0,0,0,Resource_4,65.10661819719137
Case_144,Reject,2024-12-23 05:29:15.036154,0,0,1,0,0,Resource_1,21.138350027706373
Case_144,Rework,2024-12-23 08:51:28.224057,0,0,0,0,1,Resource_1,68.2996196393151
Case_144,Analyze,2024-12-23 10:41:12.238658,0,0,0,0,1,Resource_2,75.53229037975258
Case_144,Review,2024-12-23 12:27:55.410861,0,1,1,0,0,Resource_5,29.324903988007957
Case_144,Approve,2024-12-23 13:36:19.320405,0,1,0,1,0,Resource_4,15.161273863841032
Case_144,Complete,2024-12-23 14:03:36.188946,0,0,0,1,0,Resource_4,16.794078250815154
Case_144,End,2024-12-23 16:44:41.484008,0,0,1,1,0,Resource_5,17.846420155448666
Case_145,Start,2024-09-10 17:04:08.753806,1,0,0,1,0,Resource_2,15.473536058488632
Case_145,Register,2024-09-10 20:39:17.106029,0,1,0,0,1,Resource_2,87.63112858564098
Case_145,Analyze,2024-09-10 20:57:29.455778,0,0,1,0,0,Resource_2,48.917655292171474
Case_145,Review,2024-09-10 22:16:02.107298,0,1,1,0,0,Resource_3,32.86153418381835
Case_145,Approve,2024-09-11 02:15:52.854855,0,0,1,0,1,Resource_3,29.86994352261671
Case_145,Complete,2024-09-11 04:41:10.977255,1,0,0,1,0,Resource_5,92.15327934699879
Case_145,End,2024-09-11 07:06:15.703074,0,0,0,1,0,Resource_4,64.16369256697956
Case_146,Start,2024-07-25 13:26:42.150523,0,0,0,0,0,Resource_5,72.82009379746398
Case_146,Register,2024-07-25 14:43:54.878394,1,0,0,0,1,Resource_5,20.09352203837905
Case_146,Analyze,2024-07-25 15:45:34.696208,0,1,0,0,1,Resource_5,55.933614902833476
Case_146,Review,2024-07-25 19:22:32.528903,0,0,1,0,1,Resource_1,84.52041619276588
Case_146,Approve,2024-07-25 22:57:48.599861,0,1,0,1,0,Resource_3,66.51660636891191
Case_146,Complete,2024-07-26 04:53:48.829155,1,1,0,0,0,Resource_5,84.7697228185369
Case_146,End,2024-07-26 06:08:03.124272,1,0,0,0,0,Resource_1,65.18611642977973
Case_147,Start,2024-10-21 17:50:27.830390,0,0,0,0,0,Resource_4,86.27811609416119
Case_147,Register,2024-10-21 20:49:30.752350,0,0,0,0,0,Resource_2,93.63787220450644
Case_147,Analyze,2024-10-21 23:28:55.031228,1,0,1,0,0,Resource_4,47.123833689086034
Case_147,Review,2024-10-22 00:35:27.535378,0,1,0,0,1,Resource_3,23.49949859951697
Case_147,Approve,2024-10-22 04:32:59.027916,0,0,0,0,0,Resource_4,42.2061676815241
Case_147,Complete,2024-10-22 10:56:51.685704,1,0,1,0,1,Resource_3,83.64994816561084
Case_147,End,2024-10-22 12:46:30.280658,1,1,0,0,0,Resource_5,65.27169063114776
Case_148,Start,2025-07-01 13:29:40.584296,1,1,1,1,0,Resource_3,51.805905183733
Case_148,Register,2025-07-01 16:54:09.331323,0,0,1,0,0,Resource_3,61.23036291447172
Case_148,Analyze,2025-07-01 19:59:57.132256,0,1,0,0,1,Resource_3,45.70066890855925
Case_148,Review,2025-07-01 23:27:56.851236,0,0,0,0,0,Resource_3,37.2678449846083
Case_148,Approve,2025-07-02 01:27:13.641258,1,0,0,0,1,Resource_2,19.216172102658227
Case_148,Complete,2025-07-02 02:20:47.335539,0,1,0,1,1,Resource_1,62.53818565961641
Case_148,End,2025-07-02 05:59:28.850071,0,0,1,0,0,Resource_1,98.52273681007837
Case_149,Start,2025-03-09 12:51:29.749904,1,0,0,0,0,Resource_2,36.90866613608971
Case_149,Register,2025-03-09 15:58:21.468713,0,0,0,1,0,Resource_4,37.86076592580582
Case_149,Analyze,2025-03-09 17:35:57.053643,0,1,0,0,1,Resource_5,39.43732158942893
Case_149,Review,2025-03-09 18:55:48.412137,1,1,0,1,0,Resource_1,82.56963244186257
Case_149,Approve,2025-03-09 19:25:11.068526,1,1,1,1,0,Resource_3,40.163460927834734
Case_149,Complete,2025-03-09 20:17:55.268129,0,0,0,0,0,Resource_5,25.18586388331918
Case_149,End,2025-03-09 22:13:28.274878,1,0,0,1,0,Resource_2,93.12977276350533
Case_15,Start,2024-10-14 12:51:24.307808,0,0,0,0,0,Resource_3,53.346092253614366
Case_15,Register,2024-10-14 13:06:32.479198,1,0,0,0,0,Resource_5,98.83419763988748
Case_15,Analyze,2024-10-14 15:34:06.308735,1,0,0,0,0,Resource_4,88.43480386200142
Case_15,Review,2024-10-14 16:09:49.045432,1,0,1,0,1,Resource_4,54.148869637175565
Case_15,Approve,2024-10-14 16:41:46.249209,0,0,0,1,0,Resource_2,25.48847377174505
Case_15,Complete,2024-10-14 18:02:31.765099,0,0,1,0,0,Resource_1,47.44370804280637
Case_15,End,2024-10-14 18:45:43.892057,0,0,0,0,1,Resource_5,24.78011928149067
Case_16,Start,2024-12-12 13:40:31.353162,0,1,0,0,1,Resource_1,83.68541597581819
Case_16,Register,2024-12-12 14:56:02.071216,0,0,1,1,1,Resource_5,60.57680651328307
Case_16,Analyze,2024-12-12 23:55:58.428026,0,0,0,1,1,Resource_5,41.31334539733243
Case_16,Review,2024-12-13 02:02:23.559799,0,1,1,0,1,Resource_5,30.222940703906527
Case_16,Approve,2024-12-13 06:17:19.173256,1,0,0,0,0,Resource_2,98.5462907702388
Case_16,Complete,2024-12-13 09:23:44.772280,1,0,0,0,1,Resource_2,53.44674721498075
Case_16,End,2024-12-13 12:19:53.295051,0,0,0,0,0,Resource_5,92.344150956707
Case_17,Start,2024-08-22 17:41:42.518429,1,0,1,0,1,Resource_1,51.17166827576908
Case_17,Register,2024-08-22 18:44:43.686960,0,0,0,1,0,Resource_1,24.61801158477492
Case_17,Analyze,2024-08-22 21:20:46.605642,0,0,1,0,1,Resource_5,87.71932868413862
Case_17,Review,2024-08-23 04:14:19.603333,1,1,0,0,0,Resource_3,23.159428444857497
Case_17,Reject,2024-08-23 05:02:28.238821,0,1,0,0,0,Resource_1,84.71181594895513
Case_17,Rework,2024-08-23 05:55:32.430407,1,1,1,1,0,Resource_4,43.68736552343985
Case_17,Analyze,2024-08-23 08:31:27.265961,0,0,0,1,1,Resource_3,30.718679526414835
Case_17,Review,2024-08-23 15:02:09.028645,0,0,0,0,1,Resource_5,69.796723739581
Case_17,Approve,2024-08-23 15:34:18.656939,1,1,0,0,1,Resource_4,13.811659263264866
Case_17,Complete,2024-08-23 16:58:03.516722,1,0,0,1,0,Resource_3,61.075759128289846
Case_17,End,2024-08-23 17:31:09.533848,1,0,0,0,0,Resource_5,46.98067561104836
Case_18,Start,2025-03-12 13:38:20.606192,0,1,0,0,0,Resource_2,84.53827859602643
Case_18,Register,2025-03-12 14:44:04.971098,0,0,1,1,0,Resource_5,37.39975305759064
Case_18,Analyze,2025-03-12 17:38:08.229568,1,1,0,0,1,Resource_1,91.61212681402199
Case_18,Review,2025-03-13 03:03:13.893140,0,1,1,0,0,Resource_2,89.36090100705403
Case_18,Reject,2025-03-13 10:06:10.641328,0,0,0,0,0,Resource_5,20.160075903514247
Case_18,End,2025-03-13 16:52:35.849563,0,0,0,1,0,Resource_4,20.87296118372749
Case_19,Start,2024-09-22 20:23:01.962691,0,0,0,0,0,Resource_3,66.36658453815983
Case_19,Register,2024-09-22 21:15:32.339584,1,0,0,0,0,Resource_2,98.23826175988505
Case_19,Analyze,2024-09-22 22:00:03.521294,0,0,0,0,0,Resource_4,26.843640066351252
Case_19,Review,2024-09-23 02:19:45.763512,0,0,0,1,0,Resource_4,23.698642894284987
Case_19,Reject,2024-09-23 04:34:46.830298,0,0,0,0,0,Resource_3,76.24810871802418
Case_19,Rework,2024-09-23 05:54:52.651634,1,1,0,1,0,Resource_4,26.56602999261211
Case_19,Analyze,2024-09-23 06:51:49.099480,0,1,0,0,1,Resource_2,13.362206447870891
Case_19,Review,2024-09-23 07:27:25.523339,0,0,0,0,1,Resource_1,41.411791067724764
Case_19,Approve,2024-09-23 09:11:53.751049,0,0,1,1,0,Resource_3,77.60645896016617
Case_19,Complete,2024-09-23 11:46:39.104719,0,0,0,0,1,Resource_5,20.9661995560395
Case_19,End,2024-09-23 14:27:24.685333,0,1,0,0,1,Resource_4,25.674591922618845
Case_2,Start,2024-11-22 12:11:44.403498,0,0,0,0,0,Resource_4,69.18699470545681
Case_2,Register,2024-11-22 13:24:34.079018,0,1,1,0,1,Resource_4,17.31981010579892
Case_2,Analyze,2024-11-22 17:18:08.600225,0,0,0,0,1,Resource_4,37.94544116458738
Case_2,Review,2024-11-22 19:39:55.049819,1,0,1,0,0,Resource_2,46.188568476605106
Case_2,Reject,2024-11-22 23:16:04.657573,0,0,0,1,0,Resource_4,20.047411507681993
Case_2,Rework,2024-11-23 01:16:50.432781,0,0,1,0,0,Resource_5,86.8240288000786
Case_2,Analyze,2024-11-23 08:45:25.585979,0,1,1,0,1,Resource_4,46.79297071208119
Case_2,Review,2024-11-23 09:43:14.284066,0,0,0,1,0,Resource_1,93.99521370354167
Case_2,Approve,2024-11-23 14:05:16.554181,0,0,0,1,0,Resource_2,20.366758147309096
Case_2,Complete,2024-11-23 17:50:32.751875,1,0,1,0,1,Resource_3,64.92653417971124
Case_2,End,2024-11-23 20:05:48.302332,0,1,0,0,0,Resource_3,86.9850472210955
Case_20,Start,2025-04-13 12:24:25.323090,0,1,1,0,1,Resource_3,51.837162807213204
Case_20,Register,2025-04-13 15:27:05.713385,0,0,1,0,0,Resource_2,98.7133014019736
Case_20,Analyze,2025-04-13 16:53:42.667119,0,0,1,0,0,Resource_5,34.8605228475913
Case_20,Review,2025-04-13 17:17:31.383857,0,0,0,0,0,Resource_2,83.05870871330262
Case_20,Approve,2025-04-13 18:14:06.836813,1,0,0,0,0,Resource_5,35.2337625115496
Case_20,Complete,2025-04-14 02:35:47.902978,1,0,0,1,0,Resource_4,12.432321585156888
Case_20,End,2025-04-14 03:00:08.681470,0,0,0,0,0,Resource_4,69.44605832532521
Case_21,Start,2024-08-16 13:03:26.371965,0,0,1,0,1,Resource_4,82.54142881948133
Case_21,Register,2024-08-16 20:18:39.226392,0,0,0,1,0,Resource_1,84.64499891347522
Case_21,Analyze,2024-08-17 02:33:31.189428,0,1,0,0,0,Resource_3,94.65047067233208
Case_21,Review,2024-08-17 04:57:05.566096,0,0,0,0,0,Resource_2,84.74338245912138
Case_21,Approve,2024-08-17 11:09:46.132974,0,1,0,0,0,Resource_1,70.3400005199357
Case_21,Complete,2024-08-17 17:02:24.924945,0,0,0,1,0,Resource_2,54.287082243572065
Case_21,End,2024-08-17 20:55:51.962987,1,1,0,0,1,Resource_2,31.97425451629467
Case_22,Start,2024-11-08 13:01:18.871363,0,0,1,1,1,Resource_1,69.4449613139942
Case_22,Register,2024-11-08 15:44:49.574909,0,0,0,0,1,Resource_5,25.8860781148579
Case_22,Analyze,2024-11-08 23:58:53.372187,0,0,0,0,1,Resource_5,75.39030151381311
Case_22,Review,2024-11-09 00:47:52.897920,0,0,0,0,0,Resource_3,54.342441396864174
Case_22,Reject,2024-11-09 03:55:23.657686,0,0,0,0,1,Resource_5,35.82273253807077
Case_22,Rework,2024-11-09 09:52:41.843593,1,0,0,0,0,Resource_1,18.089922132476723
Case_22,Analyze,2024-11-09 10:54:55.619955,1,0,1,0,1,Resource_2,86.04442810200806
Case_22,Review,2024-11-09 11:45:25.390166,0,0,0,0,0,Resource_2,15.553112071506732
Case_22,Approve,2024-11-09 12:35:05.570647,1,0,1,0,0,Resource_3,21.608685411254
Case_22,Complete,2024-11-09 13:21:29.688797,0,0,1,0,0,Resource_3,74.23960245035464
Case_22,End,2024-11-09 15:05:25.047464,0,1,0,0,1,Resource_3,46.99679484118981
Case_23,Start,2024-08-07 14:29:38.257296,0,0,0,1,1,Resource_1,85.26666184152037
Case_23,Register,2024-08-07 16:09:22.218897,0,0,0,0,0,Resource_4,16.691049339573254
Case_23,Analyze,2024-08-07 17:39:28.939817,0,0,0,1,1,Resource_3,27.544591866100976
Case_23,Review,2024-08-07 21:56:37.674769,0,0,0,0,0,Resource_1,58.40721780614037
Case_23,Approve,2024-08-07 22:49:55.168269,1,0,0,0,0,Resource_4,58.31722499304229
Case_23,Complete,2024-08-08 00:14:15.573177,0,0,0,0,1,Resource_4,38.21665981027773
Case_23,End,2024-08-08 04:48:21.371373,0,0,0,1,0,Resource_1,85.2210615267987
Case_24,Start,2025-03-09 12:39:49.282776,1,0,0,1,0,Resource_1,78.15524855850428
Case_24,Register,2025-03-09 14:14:20.879155,0,0,1,0,0,Resource_4,84.07784164760717
Case_24,Analyze,2025-03-09 15:37:06.778818,0,0,1,1,0,Resource_5,50.36909751040684
Case_24,Review,2025-03-09 19:29:44.843582,1,1,0,1,0,Resource_2,22.968190539905066
Case_24,Reject,2025-03-09 20:22:10.773936,1,1,1,0,0,Resource_1,14.240205405767774
Case_24,Rework,2025-03-09 23:33:14.489210,0,0,0,0,1,Resource_3,12.430323743120844
Case_24,Analyze,2025-03-10 03:07:35.914790,0,0,0,0,0,Resource_5,14.866610592572787
Case_24,Review,2025-03-10 05:50:29.348372,0,0,0,0,0,Resource_2,22.94385825469779
Case_24,Approve,2025-03-10 06:30:38.174035,1,0,0,0,0,Resource_5,40.72834028055573
Case_24,Complete,2025-03-10 13:27:52.598335,0,1,1,1,0,Resource_4,74.26974364163001
Case_24,End,2025-03-10 15:40:12.025772,0,0,1,0,0,Resource_4,55.324671704162576
Case_25,Start,2025-01-27 13:41:25.824169,1,0,0,1,0,Resource_2,66.44532997398161
Case_25,Register,2025-01-27 14:24:46.869172,0,0,1,0,1,Resource_1,69.91079595136982
Case_25,Analyze,2025-01-27 16:39:12.533330,0,0,1,1,0,Resource_2,33.37596794445507
Case_25,Review,2025-01-27 19:42:47.266323,0,0,1,0,0,Resource_1,56.28602533745391
Case_25,Approve,2025-01-27 22:03:20.605989,0,0,0,0,1,Resource_1,11.873448186676171
Case_25,Complete,2025-01-27 23:35:09.049792,0,0,1,0,1,Resource_5,63.7879953866982
Case_25,End,2025-01-28 02:16:31.107316,1,1,0,0,0,Resource_1,47.819076299246326
Case_26,Start,2025-04-13 15:44:12.937599,0,0,0,0,0,Resource_2,28.962371615891822
Case_26,Register,2025-04-13 21:12:11.222333,0,0,0,0,0,Resource_4,24.2206926222593
Case_26,Analyze,2025-04-13 21:49:50.703886,0,0,1,0,0,Resource_1,41.33678434833603
Case_26,Review,2025-04-13 23:33:32.464780,0,0,0,0,1,Resource_1,88.55529372005284
Case_26,Reject,2025-04-14 00:13:17.654179,0,1,1,1,0,Resource_2,51.309864909807054
Case_26,Rework,2025-04-14 00:39:24.053590,1,0,1,0,0,Resource_2,85.48222955212766
Case_26,Analyze,2025-04-14 01:53:25.988134,0,1,0,0,0,Resource_5,28.601470370852933
